title,author,price,price (including used books),pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher
Machine Learning with Python for Everyone (Addison-Wesley Data & Analytics Series),Mark Fenner,49.99, 28.29 - 49.99 ,592,4.6,37,65,30,5,0,0,1304.8,0.9298643584999999,English,"Addison-Wesley Professional; 1st edition (August 16, 2019)"
Introduction to Python Programming for Business and Social Science Applications,Frederick Kaefer and Paul Kaefer,48.72, 30.63 - 48.72 ,392,5.0,3,100,0,0,0,0,,,English,"SAGE Publications, Inc; 1st edition (August 6, 2020)"
Full Stack Django and React: Hands-on full-stack web development with Python and React,Kolawole Mangabo,39.99,39.99,279,0,0,0,0,0,0,0,,0.5034875307000001,English,"Packt Publishing - ebooks Account (March 9, 2023)"
PYTHON DATA SCIENCE: THE ULTIMATE STEP BY STEP BEGINNER’S GUIDE WITH TOOLS AND PRINCIPLES FOR CODING AND DATA ANALYSIS PLUS HANDS-ON PROJECTS TO HAVE A SUCCESSFUL PRACTICAL PROGRAMMING FROM SCRATCH,ADRIENNE HAWKES MATTHES and JOHN TACKE,0,0,68,4.1,5,53,24,23,0,0,,,English,Not Provided
"Programming the Raspberry Pi, Third Edition: Getting Started with Python",Simon Monk,15.0,15,192,4.6,145,73,15,7,3,1,333.1,0.229631112,English,"McGraw Hill TAB; 3rd edition (June 3, 2021)"
The Quick Python Book,Naomi Ceder,29.99, 22.51 - 29.99 ,472,4.4,95,67,18,7,1,7,1118.7,0.7212118683000001,English,"Manning; 3rd edition (June 14, 2018)"
Advancing into Analytics: From Excel to Python and R,George Mount,39.49,39.49,250,4.6,61,74,20,3,4,0,774.3,0.40256318399999996,English,"O'Reilly Media; 1st edition (May 11, 2021)"
"Coding for Beginners: Using Python [Hardcover] [Jan 01, 2017] Louie Stowell",Not Provided,21.27,21.27,0,4.6,501,72,19,6,1,2,749.8,0.4762719885,English,Not Provided
"Tiny Python Projects: 21 small fun projects for Python beginners designed to build programming skill, teach new algorithms and techniques, and introduce software testing",Ken Youens-Clark,39.99, 27.50 - 39.99 ,440,4.6,49,77,10,7,7,0,1006.8,0.8073944186,English,"Manning (September 1, 2020)"
"PYTHON CRASH COURSE: A PRACTICAL BEGINNER'S GUIDE TO LEARN PYTHON IN 7 DAYS OR LESS, INTRODUCING YOU INTO THE WORLD OF DATA SCIENCE, ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING, WITH HANDS-ON PROJECT",ERICK THOMPSON,14.99,14.99,145,3.8,12,60,13,27,0,0,292.0,0.204116544,English,"Independently published (September 18, 2020)"
Python Pro Tips: 101 Expert Techniques to Boost Your Coding Skills,Raven Black,0,0,22,0,0,0,0,0,0,0,,,English,Not Provided
"Bayesian Analysis with Python: Introduction to statistical modeling and probabilistic programming using PyMC3 and ArviZ, 2nd Edition",Osvaldo Martin,46.99, 44.77 - 46.99 ,356,4.1,44,55,21,6,9,8,920.9,0.6123496995000001,English,"Packt Publishing (December 26, 2018)"
"Building Python Microservices with FastAPI: Build secure, scalable, and structured Python microservices from design concepts to infrastructure",Sherwin John C. Tragura,44.99,44.99,420,5.0,4,100,0,0,0,0,1080.0,0.7212118683000001,English,"Packt Publishing (August 30, 2022)"
3D Deep Learning with Python: Design and develop your computer vision model with 3D data using PyTorch3D and more,"Xudong Ma, Vishakh Hegde, et al.",39.99,39.99,236,5.0,2,100,0,0,0,0,613.9,0.41390299199999997,English,"Packt Publishing (October 31, 2022)"
Python Data Cleaning Cookbook: Modern techniques and Python tools to detect and remove dirty data and extract key insights,Michael Walker,37.21,37.21,436,4.6,67,75,15,6,3,0,1125.5,0.7438914868,English,"Packt Publishing (December 11, 2020)"
Python Programming For Beginners: The Ultimate Step-by-Step Guide To Learn Python Programming Fast with Practical Exercises,Luther S. Moore,0,0,118,4.9,155,98,1,1,0,0,,,English,Not Provided
Web Development with Django: Learn to build modern web applications with a Python-based framework,"Ben Shaw, Saurabh Badhwar, et al.",41.99,41.99,826,4.4,70,70,17,4,5,4,2125.9,1.3925285759,English,"Packt Publishing (February 25, 2021)"
"Monty Python Speaks, Revised and Updated Edition: The Complete Oral History",David Morgan and John Oliver,17.99,17.99,432,4.6,41,74,18,4,4,0,849.5,0.294835008,English,"Dey Street Books; Revised, Updated edition (January 8, 2019)"
Python for Kids: A Playful Introduction To Programming,Jason R. Briggs,0,0,344,4.6,989,75,16,6,2,1,1034.0,0.7756429527,English,"No Starch Press; 1st edition (December 12, 2012)"
"Doing Math with Python: Use Programming to Explore Algebra, Statistics, Calculus, and More!",Amit Saha,29.95,29.95,264,4.5,163,72,18,5,2,3,695.6,0.5170953018,English,"No Starch Press; 1st edition (August 1, 2015)"
The Well-Grounded Python Developer,Doug Farrell,49.99,49.99,375,0,0,0,0,0,0,0,1051.5,0.447922416,English,"Manning (April 25, 2023)"
"Hands-On Explainable AI (XAI) with Python: Interpret, visualize, explain, and integrate reliable AI for fair, secure, and trustworthy AI apps",Denis Rothman,51.99,51.99,454,3.7,24,37,23,24,15,0,1171.0,0.7756429527,English,"Packt Publishing (July 31, 2020)"
Developing IoT Projects with ESP32: Automate your home or business with inexpensive Wi-Fi devices,Vedat Ozan Oner,46.99,46.99,474,4.1,22,47,27,18,8,0,1216.4,0.8073944186,English,"Packt Publishing (September 13, 2021)"
"Hands-On Data Structures and Algorithms with Python: Store, manipulate, and access data effectively and boost the performance of your applications, 3rd Edition",Dr. Basant Agarwal,44.99,44.99,496,4.8,13,83,17,0,0,0,1273.3,0.8436818082,English,"Packt Publishing; 3rd ed. edition (July 29, 2022)"
"PHP 8 Programming Tips, Tricks and Best Practices: A practical guide to PHP 8 features, usage changes, and advanced programming techniques",Doug Bierer and Cal Evans,51.99,51.99,528,4.6,12,78,8,14,0,0,1352.9,0.8981128926,English,"Packt Publishing (August 27, 2021)"
Monty Python's Life Of Brian - The Immaculate Edition [Blu-ray],Not Provided,9.48,9.48,0,4.8,"3,678",86,9,4,1,0,,,Not_Stated,Not Provided
Python: 3 books in 1 : Python basics for Beginners + Python Automation Techniques And Web Scraping + Python For Data Science And Machine Learning,Not Provided,0,0,551,4.5,13,65,18,18,0,0,,,English,Not Provided
Applied Machine Learning and AI for Engineers: Solve Business Problems That Can't Be Solved Algorithmically,Jeff Prosise,62.99,62.99,425,5.0,1,100,0,0,0,0,1061.1,0.6758526313000001,English,"O'Reilly Media; 1st edition (December 20, 2022)"
PYTHON: This Book Includes: Learn How To Develop Programs And Apps In 7 Days With Python Programming And Start Deep Hands-on Learning For Beginners of Data Science And Machine Learning.,Oliver R. Simpson and Code Developer Academy,24.38,24.38,381,4.1,64,55,23,12,2,8,977.7,0.8210021897,English,"Independently published (May 17, 2020)"
Python: For Beginners: A Crash Course Guide To Learn Python in 1 Week,Timothy C. Needham,13.66,13.66,135,4.3,"3,142",66,16,10,3,5,274.3,0.189941784,English,"Independently published (September 21, 2017)"
"Numerical Python: Scientific Computing and Data Science Applications with Numpy, SciPy and Matplotlib",Robert Johansson,51.99, 51.98 - 51.99 ,723,4.4,114,68,15,11,3,4,1663.3,1.3562411863000001,English,"Apress; 2nd ed. edition (December 25, 2018)"
Poisonous Pythons Paralyze Pennsylvania (American Chillers),Johnathan Rand,7.99,7.99,0,4.4,23,65,20,7,2,5,322.6,0.15875731199999998,English,"Audio Craft Pr Inc (January 1, 2003)"
Designing Production-Grade and Large-Scale IoT Solutions: A comprehensive and practical guide to implementing end-to-end IoT solutions,Mohamed Abdelaziz,31.5,31.5,412,4.8,8,84,16,0,0,0,1057.3,0.7076040972000001,English,"Packt Publishing (May 26, 2022)"
Learning Scientific Programming with Python,Christian Hill,51.63, 48.98 - 51.63 ,570,4.5,55,69,18,5,5,3,1359.1,1.0614061458,English,"Cambridge University Press; 2nd edition (December 10, 2020)"
Mastering spaCy: An end-to-end practical guide to implementing NLP applications using the Python ecosystem,Duygu Altinok,46.99,46.99,356,4.0,31,44,29,21,6,0,920.9,0.6123496995000001,English,"Packt Publishing (July 9, 2021)"
Natural Language Processing with Python: Analyzing Text with the Natural Language Toolkit,"Steven Bird, Ewan Klein, et al.",50.23, 45.16 - 50.23 ,502,4.4,180,64,19,8,6,2,1265.0,0.7937866475,English,"O'Reilly Media; 1st edition (August 4, 2009)"
Automate the Boring Stuff with Python: Practical Programming for Total Beginners,Al Sweigart,59.99, 18.97 - 59.99 ,504,4.7,"1,386",78,14,5,1,1,1262.7,0.9706876718000002,English,"No Starch Press; 1st edition (May 1, 2015)"
Python for Civil and Structural Engineers,Vittorio Lora,19.99, 15.99 - 19.99 ,162,3.8,17,39,23,22,8,8,420.6,0.320349576,English,"Independently published (October 10, 2019)"
"Python: Python Programming, In 8 Hours, For Beginners, Learn Coding Fast: Python Language, Crash Course Textbook & Exercises (In 8 Hours Cookbooks 13)",Not Provided,0,0,196,4.6,3,62,38,0,0,0,,,English,"Object Oriented, In Easy Step By Step, By Example Hands-on Tutorial Book, Teach Yourself Textbook; 3rd edition (June 24, 2022)"
Advanced Python Scripting for ArcGIS Pro,Paul A. Zandbergen,40.99,40.99,290,4.4,43,72,13,10,6,0,958.6,0.816466266,English,"Esri Press; 1st edition (July 14, 2020)"
Web Scraping with Python: Collecting More Data from the Modern Web,Ryan Mitchell,33.49,33.49,Parse complicated HTML  ,4.6,180,76,13,6,2,3,685.2,0.5488467677,English,"O'Reilly Media; 2nd edition (May 8, 2018)"
Internet of Things Using Single Board Computers: Principles of IoT and Python Programming,G. R. Kanagachidambaresan,49.99,49.99,312,0,0,0,0,0,0,0,,0.5034875307000001,English,"Apress; 1st ed. edition (December 12, 2022)"
"Python Programming for the Absolute Beginner, 3rd Edition",Michael Dawson,40.49, 12.94 - 40.49 ,455,4.3,688,64,16,13,3,5,1421.1,0.9298643584999999,English,"Course Technology; 3rd edition (January 1, 2010)"
Murach's Python Programming,"Michael Urban, Joel Murach, et al.",34.3, 23.00 - 34.30 ,590,4.5,213,71,16,8,1,3,1946.8,1.1113013065000001,English,"Mike Murach & Associates (December 13, 2016)"
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,Robert Loredo,41.99,41.99,510,4.5,92,71,17,6,2,4,1307.4,0.8663614267,English,"Packt Publishing (September 28, 2020)"
Machine Learning With Python For Beginners: A Step-By-Step Guide with Hands-On Projects (Learn Coding Fast with Hands-On Project Book 7),Not Provided,0,0,220,4.5,100,66,21,8,4,1,,,English,Not Provided
Hands-On Gradient Boosting with XGBoost and scikit-learn: Perform accessible machine learning and extreme gradient boosting with Python,Corey Wade and Kevin Glynn,41.99,41.99,310,4.7,30,77,12,11,0,0,795.8,0.5397749203,English,"Packt Publishing (October 16, 2020)"
"Python Natural Language Processing Cookbook: Over 50 recipes to understand, analyze, and generate text for implementing language processing tasks",Zhenya Antić,37.99,37.99,284,4.2,39,62,17,7,7,7,727.6,0.4898797596000001,English,"Packt Publishing (March 19, 2021)"
Python Concurrency with asyncio,Matthew Fowler,44.49,44.49,376,3.9,8,64,18,18,0,0,335.6,0.6214215469000001,English,"Manning (March 1, 2022)"
"Learn Coding Basics for Kids, Young Adults and People Who Are Young at Heart, With Python: Python Computer Programming Made Easy!","Jack Stanley, Erik Gross, et al.",0,0,149,4.6,62,67,24,8,0,0,,,English,Not Provided
Modeling and Simulation in Python,Allen B. Downey,39.99,39.99,272,0,0,0,0,0,0,0,0.0,0.36854376,English,"No Starch Press (May 30, 2023)"
Learn Python Fast For Absolute Beginners: Learn Python Programming From Beginner To Expert With Practical Exercises Made Easy | Become A Good Python Programmer From Zero,Meredith Beck,0,0,171,0,0,0,0,0,0,0,,,English,Not Provided
"Make a Raspberry Pi-Controlled Robot: Building a Rover with Python, Linux, Motors, and Sensors",Wolfram Donat,9.59,9.59,168,4.0,38,47,29,7,13,4,523.0,0.391223376,English,"Make Community, LLC; 1st edition (December 16, 2014)"
Starting Out with Python,Tony Gaddis,139.99, 27.53 - 139.99 ,744,4.6,606,76,12,6,2,3,1153.5,1.1113013065000001,English,"Pearson; 4th edition (March 6, 2017)"
Classic Computer Science Problems in Python,David Kopec,29.99, 25.97 - 29.99 ,224,4.4,135,66,16,10,4,4,559.3,0.43941756,English,"Manning; 1st edition (March 15, 2019)"
Bayesian Modeling and Computation in Python (Chapman & Hall/CRC Texts in Statistical Science),Not Provided,92.39, 73.84 - 92.39 ,398,4.2,20,65,17,7,11,0,1147.1,1.0614061458,English,"Chapman and Hall/CRC; 1st edition (December 29, 2021)"
Macramè For Beginners: Discover the Art of Macramè | Decorate Your House with Elegant Handmade Projects | Learn Basic Knot Patterns with Step-by-Step Images as You Relax in the Comfort of Your Home,Michelle Yates,18.96,18.96,172,4.8,87,91,5,3,0,0,511.3,0.408233088,English,"Independently published (September 17, 2022)"
"Python Object-Oriented Programming: Build robust and maintainable object-oriented Python applications and libraries, 4th Edition",Steven F. Lott and Dusty Phillips,38.24,38.24,714,4.3,74,60,16,19,4,2,1830.3,1.2065557042000001,English,"Packt Publishing; 4th ed. edition (July 2, 2021)"
"The Computer Programming Bible: A Step by Step Guide On How To Master From The Basics to Advanced of Python, C, C++, C#, HTML Coding Raspberry Pi3",C.P.A Inc,12.74,12.74,231,4.4,184,66,19,8,5,3,347.4,0.23246606399999997,English,"Independently published (January 16, 2020)"
Learn python programming for beginners: A beginner's guide comprehending python. Develop your programming skills and learn all the tricks with this crash course.,Willard D. Sanders,19.95,19.95,145,3.9,21,58,6,15,7,14,292.0,0.204116544,English,"Independently published (September 29, 2020)"
"Python Crash Course: A Hands-On, Project-Based Introduction to Programming",Eric Matthes,34.0,34,560,4.5,"1,291",73,16,6,2,3,1390.0,1.0795498406,English,"No Starch Press; 1st edition (November 30, 2015)"
Python Programming: Answers all your Questions Step-by-Step (Programming for Beginners: A Friendly Q & A Guide Book 1),Not Provided,0,0,77,3.6,4,46,26,28,0,0,,,English,Not Provided
Python for Programmers: with Big Data and Artificial Intelligence Case Studies,Not Provided,57.4, 53.00 - 57.40 ,640,4.4,111,70,14,8,2,5,1471.8,1.0387265273000001,English,"Pearson (March 22, 2019)"
Using Asyncio in Python: Understanding Python's Asynchronous Programming Features,Caleb Hattingh,30.49, 26.88 - 30.49 ,163,4.3,62,64,18,7,2,8,369.0,0.272155392,English,"O'Reilly Media; 1st edition (March 10, 2020)"
"Introduction to Computation and Programming Using Python, third edition: With Application to Computational Modeling and Understanding Data",John V. Guttag,55.0, 21.91 - 55.00 ,496,4.6,123,77,12,6,4,2,1371.8,0.9979032140000001,English,"The MIT Press; 3rd edition (January 5, 2021)"
"Python Cheat Sheet, Cover the Basic Python Syntaxes, A Reference Guide: Python Programming Synatx Book, Syntax Table & Chart, Quick Study Workbook (Syntax Series)",Not Provided,13.99,13.99,168,5.0,4,100,0,0,0,0,448.9,0.34869909600000004,English,"Independently published (March 13, 2022)"
Monty Python's Life Of Brian [DVD],Not Provided,18.85,18.85,0,4.8,"3,678",86,9,4,1,0,,,English,Not Provided
Deep Learning with PyTorch Lightning: Swiftly build high-performance Artificial Intelligence (AI) models using Python,Kunal Sawarkar,46.99,46.99,366,4.3,15,61,28,11,0,0,943.6,0.6304933943,English,"Packt Publishing (April 29, 2022)"
53 Must Do Python Projects For All,Edcorner Learning,0,0,231,3.7,11,44,20,36,0,0,,,English,Not Provided
"Practical Fraud Prevention: Fraud and AML Analytics for Fintech and eCommerce, Using SQL and Python",Gilit Saporta and Shoshana Maraney,43.49,43.49,394,4.5,28,76,11,5,8,0,967.9,0.635029318,English,"O'Reilly Media; 1st edition (April 26, 2022)"
Dive Into Algorithms: A Pythonic Adventure for the Intrepid Beginner,Bradford Tuckfield,39.95,39.95,248,4.5,88,70,19,9,2,0,642.2,0.43941756,English,"No Starch Press (January 25, 2021)"
Real-World Python: A Hacker's Guide to Solving Problems with Code,Lee Vaughan,34.95, 21.75 - 34.95 ,360,4.7,96,79,15,2,2,1,986.8,0.6803885550000001,English,"No Starch Press (November 5, 2020)"
Cracking Codes with Python: An Introduction to Building and Breaking Ciphers,Al Sweigart,19.37, 16.99 - 19.37 ,416,4.7,363,83,11,3,2,1,1005.9,0.7983225712,English,"No Starch Press; Illustrated edition (January 23, 2018)"
"Learn Python Quickly: A Complete Beginner’s Guide to Learning Python, Even If You’re New to Programming: Crash Course with Hands-On Project, Book 1",Not Provided,0,0,0,4.4,408,60,23,12,2,3,,,Not_Stated,Not Provided
PYTHON: 2 books in 1 : Learn python programming for beginners and machine learning,Willard D. Sanders,24.9,24.9,241,3.8,14,40,27,15,9,9,486.7,0.38838842399999995,English,"Independently published (October 28, 2020)"
"Mastering Python Networking: Your one-stop solution to using Python for network automation, programmability, and DevOps, 3rd Edition","Eric Chou, Michael Kennedy, et al.",57.99, 51.10 - 57.99 ,576,4.6,146,76,13,9,1,1,1477.9,0.9752235955,English,"Packt Publishing; 3rd edition (January 30, 2020)"
Monty Python's The Meaning of Life,Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Python: Programming Basics for Absolute Beginners (Step-By-Step Python),Not Provided,16.38,16.38,101,4.0,187,52,19,14,6,9,203.5,0.14458255199999998,English,"CreateSpace Independent Publishing Platform; 2nd edition (April 5, 2018)"
The Greedy Python/Ready-to-Read Level 1 (The World of Eric Carle),Not Provided,4.99,4.99,24,4.7,323,82,11,5,1,2,884.9,0.0408233088,English,"Simon Spotlight; Reprint edition (May 1, 2012)"
Monty Python's The Meaning of Life [Blu-ray],Not Provided,9.99,9.99,0,4.7,"3,337",82,10,4,2,2,,,"English, French",Not Provided
The Complete Monty Python's Flying Circus; All the Words Volume One,"Graham Chapman, Eric Idle, et al.",19.95,19.95,352,4.8,75,84,11,5,0,0,818.5,0.4898797596000001,English,"Pantheon (November 12, 1989)"
The Recursive Book of Recursion: Ace the Coding Interview with Python and JavaScript,Al Sweigart,35.99,35.99,328,5.0,16,100,0,0,0,0,795.8,0.36854376,English,"No Starch Press (August 16, 2022)"
Learning Python with Raspberry Pi,Alex Bradbury and Ben Everard,17.39, 13.99 - 17.39 ,288,4.2,162,53,29,9,4,5,791.5,0.5216312255,English,"Wiley; 1st edition (March 10, 2014)"
CPython Internals: Your Guide to the Python 3 Interpreter,Anthony Shaw,39.99,39.99,394,4.7,157,81,13,3,2,1,787.6,0.5261671492,English,"Real Python (realpython.com) (May 5, 2021)"
Python For Dummies,Stef Maruch and Aahz Maruch,16.59, 14.65 - 16.59 ,432,4.3,324,65,16,10,4,6,1524.0,0.7983225712,English,"For Dummies; 1st edition (September 14, 2006)"
PYTHON FOR BEGINNERS: Enter the Real World of Python and Learn How to Think Like a Programmer,Oliver Moore,14.99,14.99,142,4.2,20,52,34,7,7,0,283.2,0.272155392,English,"Independently published (January 28, 2022)"
Learn More Python 3 the Hard Way: The Next Step for New Python Programmers (Zed Shaw's Hard Way Series),Not Provided,28.56, 22.85 - 28.56 ,240,4.6,106,78,13,4,2,3,610.6,0.391223376,English,"Addison-Wesley Professional; 1st edition (September 13, 2017)"
Learn to Code by Solving Problems: A Python Programming Primer,Daniel Zingaro,23.06,23.06,336,4.7,49,77,15,8,0,0,809.7,0.635029318,English,"No Starch Press (June 21, 2021)"
Introduction to Machine Learning with Python: A Guide for Data Scientists,Not Provided,49.35, 29.76 - 49.35 ,398,4.5,591,75,15,3,3,5,864.4,0.5896700810000001,English,"O'Reilly Media; 1st edition (November 15, 2016)"
Python for MBAs,Mattan Griffel and Daniel Guetta,16.99,16.99,493,4.5,22,81,6,7,7,0,,,English,"Columbia Business School Publishing (May 4, 2021)"
Python for Passionate Beginners 2023: A Practical Guide to Programming in Modern Python with Fun Hands-on Projects (Real Programming Lessons for Smart ... to More Experienced Programmers Book 3),Not Provided,0.99,0.99,0,0,0,0,0,0,0,0,,,English,"Coding Books Press (September 24, 2023)"
Python by Example: Learning to Program in 150 Challenges,Nichola Lacey,23.99, 15.04 - 23.99 ,191,4.5,372,70,17,7,3,2,407.2,0.5579186151000001,English,"Cambridge University Press; 1st edition (July 11, 2019)"
Python Notebook: Lined Coding Notebook For Python,AI Publication,4.99,4.99,  of high quality paper,0,0,0,0,0,0,0,212.4,0.2126214,English,"Independently published (June 13, 2022)"
"Applied Geospatial Data Science with Python: Take control of implementing, analyzing, and visualizing Geospatial and Spatial data with Geopandas and more",David Jordan,54.51,54.51,308,0,0,0,0,0,0,0,,0.5034875307000001,English,"Packt Publishing - ebooks Account (January 10, 2023)"
Python for Microcontrollers: Getting Started with MicroPython,Donald Norris,16.63, 11.92 - 16.63 ,288,4.2,80,53,29,9,7,2,649.2,0.391223376,English,"McGraw Hill TAB; 1st edition (November 17, 2016)"
"Python Testing with pytest: Simple, Rapid, Effective, and Scalable",Brian Okken,34.99,34.99,274,4.4,41,68,20,6,6,0,659.4,0.4762719885,English,"Pragmatic Bookshelf; 2nd edition (March 29, 2022)"
Applied Time Series Analysis and Forecasting with Python (Statistics and Computing),Changquan Huang and Alla Petukhina,147.77,147.77,382,0,0,0,0,0,0,0,815.5,0.7121400209000001,English,"Springer; 1st ed. 2022 edition (October 20, 2022)"
Beware the Burmese Pythons: And Other Invasive Animal Species,Etta Kaner and Phil Nicholls,19.99,19.99,48,5.0,1,100,0,0,0,0,630.4,0.5216312255,English,"Kids Can Press (October 4, 2022)"
Python Programming for Beginners: A Kid's Guide to Coding Fundamentals,Patricia Foster,14.4,14.4,198,4.7,93,77,18,5,0,0,829.6,0.1000738056,English,"Rockridge Press (November 3, 2020)"
"Learn Python: This Book Includes: Crash Course and Coding. A Guide to Master Python, Data Science and Analysis. Advanced Methods to Learn How to Create Codes with This Machine Learning Tool",Eric Wall,18.99,18.99,262,4.8,169,90,5,3,1,0,530.9,0.4581282937,English,"Independently published (November 1, 2020)"
Practical Deep Learning for Computer Vision with Python,David Landup,79.0,79,601,0,0,0,0,0,0,0,1606.7,1.3108819493000001,English,"Independently published (September 15, 2022)"
Alligator vs. Python (Who Would Win?) (12),Not Provided,4.99,4.99,32,4.8,414,90,4,3,2,0,221.2,0.045359232,English,"Scholastic Inc.; Illustrated edition (September 1, 2014)"
"Continuous Delivery with Docker and Jenkins: Create secure applications by building complete CI/CD pipelines, 2nd Edition",Rafal Leszko,46.99,46.99,350,4.4,80,60,28,10,2,0,898.1,0.6032778521000001,English,"Packt Publishing; 2nd edition (May 31, 2019)"
PCEP-certified Entry-Level Python Programmer Exam-Prep: Over 6 Mock Tests and 390+ realistic questions to get you PCEP certified on your 1st attempt,Abound Academy,41.43,41.43,408,0,0,0,0,0,0,0,1470.9,1.1566605435,English,"Independently published (November 17, 2022)"
"Python GUI Programming with Tkinter: Design and build functional and user-friendly GUI applications, 2nd Edition",Alan D. Moore,39.99,39.99,664,4.4,62,66,15,13,6,0,1705.3,1.1249090776000001,English,"Packt Publishing; 2nd ed. edition (October 28, 2021)"
"Microservice APIs: Using Python, Flask, FastAPI, OpenAPI and more",Jose Haro Peralta,59.99,59.99,440,0,0,0,0,0,0,0,1185.8,0.5080234544000001,English,"Manning (January 10, 2023)"
"Learn Quantum Computing with Python and IBM Quantum: Write your own practical quantum programs with Python, 2nd Edition",Robert Loredo,49.99,49.99,442,0,0,0,0,0,0,0,,0.5034875307000001,English,"Packt Publishing - ebooks Account (April 11, 2023)"
Simplifying Regular Expression Using Python: #Awarded as One of the Best Book in 2020 and 2021 by bookauthority.org,Abhishek  Singh and Zohaib Hasan,0,0,82,4.2,64,57,21,12,5,6,,,English,Not Provided
Coding for Kids: Python: Learn to Code with 50 Awesome Games and Activities,Adrienne Tacke,12.73,12.73,232,4.6,"1,512",73,17,6,2,2,727.6,0.5488467677,English,"Rockridge Press (March 19, 2019)"
Python Pocket Reference: Python In Your Pocket (Pocket Reference (O'Reilly)),Not Provided,13.79, 10.94 - 13.79 ,262,4.5,845,70,19,6,2,2,243.8,0.187106832,English,"O'Reilly Media; Fifth edition (March 11, 2014)"
El lenguaje de programación Python de principio a fin (Spanish Edition),Angel Pablo Hinojosa Gutiérrez,20.58,20.58,744,4.8,17,81,19,0,0,0,1777.3,1.4469596603000001,Spanish,"Independently published (July 13, 2022)"
Queen of the Pythons,Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Become an Awesome Software Architect: Book 1: Foundation 2019,Not Provided,49.99,49.99,190,4.2,87,56,22,11,2,8,488.8,0.34019424,English,"Independently published (October 7, 2019)"
Introduction to Radar With Python and Matlab,Lee Andrew Harrison,159.0, 116.02 - 159.00 ,464,4.2,12,55,21,12,12,0,1234.7,0.90718474,English,"Artech House (October 31, 2019)"
Python for Tweens and Teens - 2nd Edition (Black & White Version): Learn Computational and Algorithmic Thinking,Aristides Bouras,34.99,34.99,360,4.5,61,70,19,6,3,3,1256.4,0.9207925110999999,English,"Independently published (February 28, 2022)"
Game Development Using Python,James R. Parker PhD,69.95,69.95,338,4.7,5,75,25,0,0,0,722.7,0.331689384,English,"Mercury Learning and Information; 2nd edition (February 8, 2021)"
Monster Python,Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Guide to Programming with Python,Michael Dawson,6.04,6.04,496,4.1,12,57,7,25,12,0,1099.0,0.861825503,English,"Cengage Learning; 1st edition (March 13, 2007)"
Scaling Python with Ray: Adventures in Cloud and Serverless Patterns,Holden Karau and Boris Lublinsky,59.29,59.29,266,0,0,0,0,0,0,0,720.3,0.43941756,English,"O'Reilly Media; 1st edition (January 3, 2023)"
"The Python Bible 7 in 1: Volumes One To Seven (Beginner, Intermediate, Data Science, Machine Learning, Finance, Neural Networks, Computer Vision)",Florian Dedov,39.99, 34.99 - 39.99 ,507,4.5,150,75,13,6,3,4,832.5,0.544310844,English,"Independently published (March 23, 2020)"
"Architecture Patterns with Python: Enabling Test-Driven Development, Domain-Driven Design, and Event-Driven Microservices",Harry Percival and Bob Gregory,45.49,45.49,304,4.6,390,75,15,6,2,2,497.8,0.4853438359000001,English,"O'Reilly Media; 1st edition (March 31, 2020)"
Mastering Financial Pattern Recognition: Finding and Back-Testing Candlestick Patterns with Python,Sofien Kaabar,54.0,54,288,0,0,0,0,0,0,0,846.5,0.4672001411,English,"O'Reilly Media; 1st edition (November 22, 2022)"
Python in a Nutshell: A Desktop Quick Reference,"Alex Martelli, Anna Ravenscroft, et al.",79.99,79.99,600,0,0,0,0,0,0,0,176.8,0.5034875307000001,English,"O'Reilly Media; 4th edition (January 31, 2023)"
Python for Beginners: A Step-by-Step Guide to Learn Python from Zero in Just 5 Days: Includes Hands-on Projects and Exercises,Clive Campbell and Austin R Stoler,0,0,0,3.8,17,48,9,26,9,8,,,Not_Stated,Not Provided
"Deep Learning with Python, Second Edition",Francois Chollet,39.49, 19.76 - 39.49 ,504,4.7,197,83,8,3,2,3,1566.1,0.1000738056,English,"Manning; 2nd edition (December 21, 2021)"
"LISINAN Adjustable Reptile Terrarium Heat Lamp Stand,Metal Reptile Lamp Holder Bracket with Turtle Tank Light Fixture Accessories,Used for Lizards Snakes Amphibians Tortoise Habitat(M, 11.81""x25.19"")",Not Provided,0,0,0,4.5,54,72,13,6,6,3,,,Not_Stated,Not Provided
Learning Python: Powerful Object-Oriented Programming,Not Provided,46.99, 16.57 - 46.99 ,1650,4.5,"1,724",74,14,7,3,3,,,English,"O'Reilly Media; 5th edition (June 12, 2013)"
"Learning Python, 5th Edition",Not Provided,58.55, 21.53 - 58.55 ,1643,4.5,"1,724",74,14,7,3,3,2951.7,2.2452822315,English,"O'Reilly Media; Fifth edition (July 30, 2013)"
Python Programming Language,Berajah Jayne,7.95,7.95,6,4.6,"1,505",75,17,6,1,1,91.9,0.34019424,English,"QuickStudy Reference Guides; First Edition, New (May 1, 2019)"
Dead Simple Python: Idiomatic Python for the Impatient Programmer,Jason C McDonald,28.99,28.99,705,0,0,0,0,0,0,0,,,English,"No Starch Press (November 22, 2022)"
