title,author,price,price (including used books),pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher
"The Dropout Multi-Millionaire: 37 Business Lessons on How to Succeed in Business With No Money, No Education and No Clue",Brian  WIll,0.99,0.99,162,4.6,235,75,16,6,1,1,,,English,"Bookmark Publishing House (April 30, 2021)"
System Design Interview: The Ultimate Guide to Master All the Fundamentals of System Design & to Get Ready for the Interview | Including More Than 30 Questions & Case Studies to Practice,Liam DeSantis,23.99,23.99,114,4.9,254,93,7,0,0,0,298.2,0.280660248,English,"Independently published (November 30, 2022)"
Designing Cloud Data Platforms,Danil Zburivsky and Lynda Partner,65.11, 58.19 - 65.11 ,336,4.6,28,69,26,5,0,0,671.2,0.5987419284000001,English,"Manning (April 20, 2021)"
"Statistics, Data Analysis, and Decision Modeling",James Evans,250.63, 19.49 - 250.63 ,552,4.1,82,66,7,11,6,10,1576.9,1.0795498406,English,"Pearson; 5th edition (January 18, 2012)"
Learn Microsoft PowerApps: Build customized business applications without writing any code,Matthew Weston,39.89, 34.14 - 39.89 ,560,4.1,169,54,24,10,4,8,1443.8,0.9480080532999999,English,"Packt Publishing (November 29, 2019)"
Excel 2022: The Ultimate all-in-one crash course for beginners to master Everything of Excel 2022. The Step-by-Step Advanced skills workbook on how to create & manipulate Power Excel Formulas & Grids,ROBERT  J GREEN,16.97,16.97,138,4.3,91,69,11,11,3,6,283.2,0.189941784,English,"Independently published (February 16, 2022)"
Humanities Data Analysis: Case Studies with Python,"Folgert Karsdorp, Mike Kestemont, et al.",19.31,19.31,360,5.0,5,100,0,0,0,0,1208.2,1.1793401620000001,English,"Princeton University Press (January 12, 2021)"
"Excel 2023: The Easiest Way to Master Microsoft Excel in 7 Days. 200 Clear Illustrations and 100+ Exercises in This Step-by-Step Guide Designed for Absolute Newbie. Discover Formula, Charts and More",Leonard Webb,14.99,14.99,159,5.0,335,99,1,0,0,0,471.9,0.42240784800000003,English,"Independently published (October 28, 2022)"
Data Analysis from Scratch Python: 2 Books in 1: Basic Data Analysis and Time Series Analysis in Finance using Python (Financial Data Analytics Using Python),Not Provided,24.99,24.99,333,5.0,3,100,0,0,0,0,,,English,Not Provided
Crime Analysis with Crime Mapping,Rachel Boba Santos,94.84, 49.38 - 94.84 ,504,4.6,3,62,38,0,0,0,1307.7,0.8210021897,English,"SAGE Publications, Inc; Fifth edition (February 22, 2022)"
Design and Analysis of Experiments with R (Chapman & Hall/CRC Texts in Statistical Science),Not Provided,103.32, 39.65 - 103.32 ,620,4.5,36,78,11,4,7,0,1278.8,1.3108819493000001,English,"Chapman and Hall/CRC; 1st edition (December 17, 2014)"
Geographical Data Science and Spatial Data Analysis: An Introduction in R (Spatial Analytics and GIS),Not Provided,53.99, 53.04 - 53.99 ,360,4.6,9,64,36,0,0,0,790.2,0.6713167076000001,English,"SAGE Publications Ltd; 1st edition (February 4, 2021)"
Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence,Judith D. Singer and John B. Willett,80.11, 25.50 - 80.11 ,644,4.5,55,79,7,4,6,4,1424.0,1.0840857643000001,English,"Oxford University Press; 1st edition (March 27, 2003)"
Python for Data Analysis: From the Beginner to Expert Crash Course 3.0 that will Change your Life as a Digital Programmer Thanks to the Minimalism of this Manual. Deep Machine Learning and Big Data,Mik Arduino,0,0,162,3.0,1,100,0,0,0,0,,,English,Not Provided
Python and R for the Modern Data Scientist: The Best of Both Worlds,Rick J. Scavetta and Boyan Angelov,39.49,39.49,198,4.0,18,55,13,16,8,8,516.2,0.323184528,English,"O'Reilly Media; 1st edition (July 13, 2021)"
The Data Lakehouse Architecture,Bill Inmon and Ranjeet Srivastava,49.95, 49.25 - 49.95 ,162,3.0,1,100,0,0,0,0,327.4,0.22679616,English,"Technics Publications (November 7, 2022)"
Econometric Analysis of Panel Data (Springer Texts in Business and Economics),Not Provided,47.85, 47.84 - 47.85 ,444,4.7,7,68,32,0,0,0,926.7,0.8300740371,English,"Springer; 6th ed. 2021 edition (March 16, 2021)"
Artificial Intelligence in Finance: A Python-Based Guide,Yves Hilpisch,45.99,45.99,478,4.4,44,70,15,3,6,6,1012.0,0.7529633342000001,English,"O'Reilly Media; 1st edition (November 3, 2020)"
Graph Data Processing with Cypher: A practical guide to building graph traversal queries using the Cypher syntax on Neo4j,Ravindranatha Anthapu,44.99,44.99,332,0,0,0,0,0,0,0,852.6,0.5715263862000001,English,"Packt Publishing (December 16, 2022)"
"Excel: The Complete Illustrative Guide for Beginners to Learning any Fundamental, Formula, Function and Chart in Less than 5 Minutes with Simple and Real-Life Examples",Nigel Tillery,18.86,18.86,119,4.4,298,66,20,10,3,2,413.7,0.320349576,English,"Independently published (May 23, 2022)"
Topological Data Analysis for Genomics and Evolution: Topology in Biology,Raul Rabadan and Andrew J. Blumberg,44.99,44.99,324,4.6,33,76,14,5,5,0,1433.9,1.1203731539000001,English,"Cambridge University Press; 1st edition (January 16, 2020)"
"Mathletics: How Gamblers, Managers, and Fans Use Mathematics in Sports, Second Edition","Wayne L. Winston, Scott Nestler, et al.",18.99, 18.04 - 18.99 ,608,4.7,29,80,11,4,4,0,947.4,0.861825503,English,"Princeton University Press; 2nd edition (February 22, 2022)"
Everything Data Analytics-A Beginner's Guide to Data Literacy: Understanding the Processes That Turn Data Into Insights (All Things Data),Not Provided,14.49,14.49,150,4.2,31,61,16,14,4,5,291.1,0.19844664,English,"Kenneth Michael Fornari (May 24, 2022)"
Data Analysis for Continuous School Improvement: For Continuous School Improvement,Victoria L. Bernhardt,46.06, 39.96 - 46.06 ,426,4.6,248,74,14,9,2,2,1461.3,1.1521246198000001,English,"Routledge; 4th edition (August 8, 2017)"
An Introduction to Statistical Methods and Data Analysis,R. Lyman Ott and Micheal T. Longnecker,154.94, 42.27 - 154.94 ,1296,4.2,165,62,17,6,7,8,3932.9,2.313321087,English,"Cengage Learning; 7th edition (June 11, 2015)"
"Python for Finance Cookbook: Over 80 powerful recipes for effective financial data analysis, 2nd Edition",Eryk Lewinson,44.99,44.99,754,0,0,0,0,0,0,0,,0.5034875307000001,English,"Packt Publishing - ebooks Account (January 10, 2023)"
Excel Formulas (Quick Study Computer),Inc. BarCharts,5.95,5.95,6,4.6,"2,451",73,15,8,2,2,91.9,0.068038848,English,"QuickStudy; Lam Rfc Cr edition (December 31, 2013)"
Hands-On Healthcare Data: Taming the Complexity of Real-World Data,Andrew Nguyen,57.28,57.28,242,5.0,1,100,0,0,0,0,608.4,0.39972823199999996,English,"O'Reilly Media; 1st edition (September 20, 2022)"
Qualitative Data Analysis with ATLAS.ti,Susanne Friese,49.99,49.99,344,4.7,33,83,8,5,4,0,814.9,0.5896700810000001,English,"SAGE Publications Ltd; Third edition (April 22, 2019)"
Excel 2023: How to Become a Master of Microsoft Excel in Less Than 7 Minutes a Day with the Most Updated Guide (Step-By-Step Tutorial) + Bonus: The 10 Most Essential Formulas Requested by any Company,Ken Shepard,17.9,17.9,201,4.9,180,92,6,2,0,0,407.1,0.29766996,English,"Independently published (October 12, 2022)"
Excel 2022: The Ultimate Guide for Beginners to Master Excel Functions and Formulas in Less than 5 Minutes with the Latest Step-by-Step Tutorials and Practical Examples. Includes Tips and Tricks,Barry Adams,17.95,17.95,149,4.3,104,60,20,14,2,3,300.9,0.280660248,English,"Independently published (October 10, 2022)"
"Excel: The Most Comprehensive Guide to Learn All Formulas and Functions in Just 1 WEEK with Step-by-Step Explanations, Practical Examples, & Picture Demonstrations.",Kevin Cooper,19.97,19.97,168,4.9,81,97,3,0,0,0,582.2,0.5034875307000001,English,"Independently published (December 3, 2022)"
Multivariate Data Analysis,Not Provided,93.63, 77.98 - 93.63 ,0,4.4,151,68,21,3,2,6,1528.6,1.496854821,English,"Cengage Learning EMEA; 8th edition (May 22, 2018)"
"The Decision Maker's Handbook to Data Science: A Guide for Non-Technical Executives, Managers, and Founders",Stylianos Kampakis,18.04,18.04,164,4.6,6,79,21,0,0,0,342.1,0.45359237,English,"Apress; 2nd ed. edition (November 27, 2019)"
"The Art of Statistical Thinking: Detect Misinformation, Understand the World Deeper, and Make Better Decisions. (Advanced Thinking Skills Book 3)",Not Provided,4.99,4.99,178,4.4,13,50,39,11,0,0,,,English,"ARB Publications; 1st edition (October 13, 2022)"
The Analysis of Biological Data,Michael C. Whitlock and Dolph Schluter,146.12, 109.94 - 146.12 ,848,4.3,80,76,6,3,4,11,1419.9,1.3018101019000001,English,"W. H. Freeman; Third edition (January 6, 2020)"
Python for Data Science For Dummies,John Paul Mueller and Luca Massaron,19.89, 18.90 - 19.89 ,496,4.4,194,62,22,9,3,3,1338.8,0.9117206636999999,English,"For Dummies; 2nd edition (February 27, 2019)"
Blueprints for Text Analytics Using Python: Machine Learning-Based Solutions for Common Real World (NLP) Applications,"Jens Albrecht, Sidharth Ramachandran, et al.",48.99,48.99,Extract data from APIs and web ,4.8,36,82,18,0,0,0,795.8,0.6803885550000001,English,"O'Reilly Media; 1st edition (December 29, 2020)"
Data Analysis in Qualitative Research: Theorizing with Abductive Analysis,Stefan Timmermans and Iddo Tavory,28.1, 20.00 - 28.10 ,208,4.4,3,36,64,0,0,0,530.9,0.272155392,English,"University of Chicago Press; First edition (June 6, 2022)"
"The Economics of Data, Analytics, and Digital Transformation: The theorems, laws, and empowerments to guide your organization’s digital transformation",Bill Schmarzo and Dr. Kirk Borne,17.84,17.84,260,4.2,96,59,20,11,5,6,,,English,"Packt Publishing; 1st edition (November 30, 2020)"
Statistics and Data Analysis Literacy for Nurses,James B. Schreiber PhD and Melanie Turk PhD  MSN  RN,99.81, 80.00 - 99.81 ,360,0,0,0,0,0,0,0,913.3,0.6032778521000001,English,"Springer Publishing Company; 1st edition (November 21, 2022)"
The Data Governance Guidebook and Playbook: By a Practitioner for Practitioners,Kimberly Wienzierl,29.95, 24.69 - 29.95 ,118,4.3,18,57,23,12,7,0,238.9,0.172932072,English,"Technics Publications; First edition (October 10, 2021)"
Qualitative Data Analysis: Practical Strategies,Pat Bazeley,54.08, 48.99 - 54.08 ,584,4.5,9,61,24,15,0,0,1445.6,1.0387265273000001,English,"SAGE Publications Ltd; Second edition (December 15, 2020)"
Big Data in Practice: How 45 Successful Companies Used Big Data Analytics to Deliver Extraordinary Results,Bernard Marr,35.71, 30.68 - 35.71 ,320,4.0,127,56,13,13,10,8,1080.9,0.4626642174,English,"Wiley; 1st edition (May 2, 2016)"
"Learning SQL: The Complete and Comprehensive Introduction to Creating, Managing and Analyzing Databases and Manipulating The Data Using SQL for Beginners",Chad Knowles,14.97,14.97,146,4.9,161,93,6,1,0,0,292.0,0.277825296,English,"Independently published (October 23, 2022)"
"Data Analytics for Absolute Beginners: A Deconstructed Guide to Data Literacy: (Introduction to Data, Data Visualization, Business Intelligence & ... Science, Python & Statistics for Beginners)",Not Provided,14.8, 14.21 - 14.80 ,155,4.4,334,67,18,9,2,3,345.1,0.23530101600000003,,"Independently published (July 21, 2019)"
Learning R: A Step-by-Step Function Guide to Data Analysis,Richard Cotton,40.99, 37.82 - 40.99 ,396,4.4,162,65,23,6,2,4,864.4,0.6486370891,English,"O'Reilly Media; 1st edition (October 22, 2013)"
"An Introduction to Data Analysis: Quantitative, Qualitative and Mixed Methods",Tiffany Bergin,48.25, 32.64 - 48.25 ,296,4.6,46,70,22,8,0,0,700.0,0.5216312255,English,"SAGE Publications Ltd; 1st edition (November 28, 2018)"
Data Mesh: Delivering Data-Driven Value at Scale,Zhamak Dehghani,56.87,56.87,384,4.5,138,72,14,8,6,0,995.5,0.6123496995000001,English,"O'Reilly Media; 1st edition (April 12, 2022)"
Quantitative Portfolio Management: The Art and Science of Statistical Arbitrage,Michael Isichenko,42.07, 33.00 - 42.07 ,304,4.1,40,63,10,12,6,9,832.1,0.6214215469000001,English,"Wiley; 1st edition (August 31, 2021)"
Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,34.99,34.99,288,0,0,0,0,0,0,0,780.9,0.385553472,English,"For Dummies; 1st edition (December 8, 2022)"
"The Esri Guide to GIS Analysis, Volume 2: Spatial Measurements and Statistics",Not Provided,32.99,32.99,288,4.7,19,80,13,7,0,0,739.0,0.6577089365000001,English,"Esri Press; Second edition (January 5, 2021)"
Regression Analysis: An Intuitive Guide for Using and Interpreting Linear Models,Jim Frost,24.99,24.99,355,4.5,140,75,13,6,4,2,707.9,0.4762719885,English,"Statistics By Jim Publishing (October 16, 2020)"
Business Analytics: Data Analysis & Decision Making (MindTap Course List),S. Christian Albright and Wayne L. Winston,125.49, 55.29 - 125.49 ,984,4.5,95,75,12,7,4,3,2365.9,0.1000738056,English,"Cengage Learning; 7th edition (April 2, 2019)"
"Data Analysis with IBM SPSS Statistics: Implementing Data Modeling, Descriptive Statistics and ANOVA",Kenneth Stehlik-Barry and Anthony J. Babinec,37.49,37.49,682,3.8,8,53,23,24,0,0,,,English,"Packt Publishing; 1st edition (September 22, 2017)"
The Kaggle Book: Data analysis and machine learning for competitive data science,"Konrad Banachewicz, Luca Massaron, et al.",46.99,46.99,534,4.4,87,75,9,6,6,4,1375.6,0.90718474,English,"Packt Publishing (April 22, 2022)"
"Bayesian Statistics the Fun Way: Understanding Statistics and Probability with Star Wars, LEGO, and Rubber Ducks",Will Kurt,33.49, 29.70 - 33.49 ,256,4.6,486,75,17,4,2,1,700.3,0.4989516070000001,English,"No Starch Press; Illustrated edition (July 9, 2019)"
Statistics and Data Analysis for Nursing Research,Denise Polit,125.6, 33.30 - 125.60 ,456,4.3,242,67,13,9,5,6,1174.0,0.6803885550000001,English,"Pearson; 2nd edition (August 5, 2009)"
Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results,Florent Buisson,37.74,37.74,360,4.3,16,60,22,9,9,0,790.6,0.5715263862000001,English,"O'Reilly Media; 1st edition (July 6, 2021)"
The Statistical Analysis of Functional MRI Data (Statistics for Biology and Health),Not Provided,100.33, 28.47 - 100.33 ,313,5.0,2,100,0,0,0,0,,,English,"Springer; 2008th edition (June 10, 2008)"
"Hands-On Data Analysis with Pandas: A Python data science handbook for data collection, wrangling, analysis, and visualization, 2nd Edition",Stefanie Molin and Ken Jee,35.67,35.67,788,4.3,70,66,19,5,3,7,2023.6,1.3290256441000001,English,"Packt Publishing; 2nd ed. edition (April 29, 2021)"
"Data Analytics, Data Visualization & Communicating Data: 3 books in 1: Learn the Processes of Data Analytics and Data Science, Create Engaging Data Visualizations, ... Present Data Effectively (All Things Data)",Not Provided,0,0,530,4.6,20,81,11,7,0,0,,,English,Not Provided
Data Visualization with Excel Dashboards and Reports,Dick Kusleika,22.99,22.99,352,4.4,87,61,27,4,4,4,849.5,0.5760623099000001,English,"Wiley; 1st edition (January 29, 2021)"
Practical Statistics for Data Scientists: 50+ Essential Concepts Using R and Python,"Peter Bruce, Andrew Bruce, et al.",31.9,31.9,368,4.6,736,77,13,6,2,2,939.5,0.5896700810000001,English,"O'Reilly Media; 2nd edition (June 2, 2020)"
"Data Analysis: A Model Comparison Approach To Regression, ANOVA, and Beyond, Third Edition","Charles M. Judd, Gary H. McClelland, et al.",68.62, 39.84 - 68.62 ,366,4.4,30,74,5,11,5,5,986.5,0.6667807839000001,English,"Routledge; 3rd edition (May 8, 2017)"
Applied Survival Analysis: Regression Modeling of Time-to-Event Data,"Stanley Lemeshow, Susanne May, et al.",112.03,112.03,416,4.3,32,67,18,3,6,7,1022.6,0.7393555631,English,"Wiley-Interscience; 2nd edition (March 7, 2008)"
Microsoft Excel: Advanced Microsoft Excel Data Analysis for Business,"John Slavio, Dave Wright, et al.",0,0,0,2.8,26,24,10,18,18,29,,,Not_Stated,Not Provided
PYTHON FOR DATA ANALYSIS: Master the Basics of Data Analysis in Python Using Numpy & Pandas: Answers all your Questions Step-by-Step (Programming for Beginners: A Friendly Q & A Guide Book 3),Not Provided,0,0,62,4.0,37,54,12,25,4,6,,,English,Not Provided
Computational Topology for Data Analysis,Tamal Krishna Dey and Yusu Wang,67.1, 64.99 - 67.10 ,452,0,0,0,0,0,0,0,884.9,0.7801788764,English,"Cambridge University Press; New edition (May 19, 2022)"
Equity Valuation and Analysis: 5th Edition,Russell Lundholm and Richard Sloan,60.0, 43.17 - 60.00 ,248,4.2,32,65,19,5,11,0,495.5,0.34019424,English,"Independently published (July 11, 2019)"
Julia for Data Analysis,Bogumil Kaminski,59.99,59.99,472,0,0,0,0,0,0,0,906.1,0.385553472,English,"Manning (January 10, 2023)"
Python for Excel: A Modern Environment for Automation and Data Analysis,Felix Zumstein,32.99,32.99,335,4.6,205,73,17,4,3,2,737.9,0.5397749203,English,"O'Reilly Media; 1st edition (April 13, 2021)"
Microsoft® Excel Data Analysis and Business Modeling,Wayne L. Winston,23.25, 20.93 - 23.25 ,624,3.9,37,42,24,20,5,8,1632.6,0.31751462399999997,English,"Microsoft Press; PAP/CDR edition (February 25, 2004)"
Statistics & Statistical Analysis Illustrated: Foundations You Should Know,Not Provided,3.99,3.99,120,4.1,16,61,14,8,8,8,,,English,Not Provided
"High-Dimensional Data Analysis with Low-Dimensional Models: Principles, Computation, and Applications",John Wright and Yi Ma,79.99,79.99,650,4.8,15,84,16,0,0,0,1617.7,1.4288159655000001,English,"Cambridge University Press; New edition (April 7, 2022)"
From Social Science to Data Science: Key Data Collection and Analysis Skills in Python,Bernie Hogan,48.0,48,400,0,0,0,0,0,0,0,,,English,"SAGE Publications Ltd; 1st edition (November 23, 2022)"
Data Structures & Algorithms in Python (Developer's Library),"John Canning, Alan Broder, et al.",69.99, 57.79 - 69.99 ,928,5.0,3,100,0,0,0,0,1267.2,1.3290256441000001,English,"Addison-Wesley Professional; 1st edition (October 14, 2022)"
"Python Data Analysis: Comprehensive Guide to Data Science, Analytics and Metrics with Python (Data Science and Analysis Book 1)",Not Provided,0,0,82,4.1,19,65,7,16,12,0,,,English,Not Provided
Mathematical Statistics and Data Analysis,Rice,25.85, 25.00 - 25.85 ,684,4.2,76,62,13,13,4,9,2422.3,0.8572895793,English,"Cengage Learning; 3rd edition (November 21, 2013)"
Hypothesis Testing: An Intuitive Guide for Making Data Driven Decisions,Jim Frost,23.74,23.74,381,4.5,112,77,13,3,2,5,761.0,0.5080234544000001,English,"Statistics By Jim Publishing (September 14, 2020)"
"R for Data Science: Import, Tidy, Transform, Visualize, and Model Data",Garrett Grolemund and Hadley Wickham,42.49, 32.79 - 42.49 ,518,4.7,"1,426",81,12,4,1,2,929.1,0.7438914868,English,"O'Reilly Media; 1st edition (January 31, 2017)"
Practical Time Series Analysis: Prediction with Statistics and Machine Learning,Aileen Nielsen,51.99,51.99,504,4.1,125,57,18,10,8,8,1061.1,0.771107029,English,"O'Reilly Media; 1st edition (November 5, 2019)"
Time Series Forecasting in Python,Marco Peixeiro,59.99,59.99,456,4.5,2,51,49,0,0,0,1342.4,4.9985879174,English,"Manning (October 4, 2022)"
"Ace the Data Science Interview: 201 Real Interview Questions Asked By FAANG, Tech Startups, & Wall Street",Nick Singh and Kevin Huo,38.39, 32.26 - 38.39 ,301,4.5,695,76,12,5,3,4,780.0,0.5805982336000001,English,"Ace the Data Science Interview (August 16, 2021)"
Storytelling with Data: Let's Practice!,Cole Nussbaumer Knaflic,24.49,24.49,448,4.7,580,79,13,5,1,1,1141.8,1.0296546799000001,English,"Wiley; 1st edition (October 22, 2019)"
Thinking Clearly with Data: A Guide to Quantitative Reasoning and Analysis,Ethan Bueno de Mesquita and Anthony Fowler,28.49,28.49,400,4.3,39,74,6,7,5,8,1118.4,0.7030681735000001,English,"Princeton University Press (November 16, 2021)"
The Data Detective: Ten Easy Rules to Make Sense of Statistics,Tim Harford and Penguin Audio,0,0,0,4.5,658,62,26,9,2,1,,,Not_Stated,Not Provided
Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,35.17, 30.20 - 35.17 ,288,4.6,"3,493",76,15,6,1,2,660.3,0.6622448602000001,English,"Wiley; 1st edition (November 2, 2015)"
"Essential Math for Data Science: Take Control of Your Data with Fundamental Linear Algebra, Probability, and Statistics",Thomas Nield,43.49, 43.48 - 43.49 ,347,4.5,57,76,9,10,2,3,774.3,0.5579186151000001,English,"O'Reilly Media; 1st edition (July 5, 2022)"
Introduction to Statistics: An Intuitive Guide for Analyzing Data and Unlocking Discoveries,Jim Frost,17.99, 16.19 - 17.99 ,255,4.5,217,72,15,6,2,5,513.2,0.345864144,English,"Statistics By Jim Publishing (August 13, 2020)"
Data Analysis with Python and PySpark,Jonathan Rioux,48.49, 43.99 - 48.49 ,456,4.8,8,82,18,0,0,0,1118.7,0.8210021897,English,"Manning (March 22, 2022)"
SQL for Data Scientists: A Beginner's Guide for Building Datasets for Analysis,Renee M. P. Teate,32.49,32.49,288,4.6,60,72,22,4,2,0,727.1,0.4808079122,English,"Wiley; 1st edition (August 27, 2021)"
Statistics and Data Analysis: From Elementary to Intermediate,Ajit Tamhane and Dorothy Dunlop,146.65, 19.50 - 146.65 ,736,4.4,31,69,13,7,4,6,1583.0,1.2564508649000001,English,"Pearson; 1st edition (October 18, 1999)"
The Art of Data Analysis: Non-Technical Skills for Data Analysts,Alberto Scappini,15.05, 14.00 - 15.05 ,305,4.1,25,55,17,13,9,6,610.6,0.41390299199999997,English,"Independently published (August 17, 2020)"
Microsoft Excel 2019 Data Analysis and Business Modeling (Business Skills),Not Provided,35.35, 23.96 - 35.35 ,880,4.6,483,73,15,8,2,2,2096.7,1.3380974915000001,English,"Microsoft Press; 6th edition (April 15, 2019)"
"Introduction to Error Analysis: The Science of Measurements, Uncertainties, and Data Analysis",Jack Merrin,19.99,19.99,112,4.6,13,79,16,6,0,0,368.4,0.280660248,English,"CreateSpace Independent Publishing Platform; 1st edition (August 29, 2017)"
Introduction to Multivariate Data Analysis (Easy Statistics),Not Provided,0,0,67,4.4,3,37,63,0,0,0,,,English,"anushabooks.com (June 22, 2022)"
"R Cookbook: Proven Recipes for Data Analysis, Statistics, and Graphics",JD Long and Paul Teetor,69.99, 57.79 - 69.99 ,600,4.6,107,72,16,8,4,0,1275.6,0.9434721296,English,"O'Reilly Media; 2nd edition (July 16, 2019)"
"Python for Geospatial Data Analysis: Theory, Tools, and Practice for Location Intelligence",Bonny McClain,59.05,59.05,279,3.0,1,100,0,0,0,0,995.5,0.6078137758000001,English,"O'Reilly Media; 1st edition (November 29, 2022)"
Data Analysis Using SQL and Excel,Gordon S. Linoff,35.05, 23.23 - 35.05 ,800,4.4,96,63,24,11,3,0,2024.8,1.2745945597000001,English,"Wiley; 2nd edition (December 14, 2015)"
Optimization for Data Analysis,Stephen J. Wright and Benjamin Recht,49.99,49.99,238,5.0,3,100,0,0,0,0,710.5,0.450757368,English,"Cambridge University Press; New edition (April 28, 2022)"
"Microsoft Power BI Quick Start Guide: Bring your data to life through data modeling, visualization, digital storytelling, and more, 2nd Edition","Devin Knight, Mitchell Pearson, et al.",28.49, 25.64 - 28.49 ,296,4.3,157,59,23,13,4,2,761.7,0.5125593781,English,"Packt Publishing; 2nd ed. edition (October 30, 2020)"
Mastering PyTorch: Build powerful neural network architectures using advanced PyTorch 1.x features,Ashish Ranjan Jha and Dr. Gopinath Pillai,39.99,39.99,450,4.4,24,61,24,7,8,0,1159.6,0.7665711053,English,"Packt Publishing (February 12, 2021)"
Using Data to Focus Instructional Improvement,"Cheryl James-Ward, Douglas Fisher, et al.",20.13,20.13,134,4.6,78,77,15,5,2,2,380.6,0.294835008,English,"ASCD; 1.7.2013 edition (February 6, 2013)"
DATA ANALYTICS: Simple and Effective Tips and Tricks to Learn Data Analytics Effectively,Not Provided,21.22, 19.99 - 21.22 ,167,5.0,2,100,0,0,0,0,336.3,0.23246606399999997,English,"Independently published (August 24, 2020)"
"Azure Data Engineering Cookbook: Get well versed in various data engineering techniques in Azure using this recipe-based guide, 2nd Edition",Nagaraj Venkatesan and Ahmad Osama,49.99,49.99,608,5.0,6,100,0,0,0,0,1557.5,1.0296546799000001,English,"Packt Publishing; 2nd ed. edition (September 26, 2022)"
Communicating with Data Visualisation: A Practical Guide,"Adam Frost, Tobias Sturt, et al.",54.15, 53.90 - 54.15 ,368,4.4,3,38,62,0,0,0,846.5,0.7983225712,English,"SAGE Publications Ltd; 1st edition (March 1, 2022)"
"Pandas 1.x Cookbook: Practical recipes for scientific computing, time series analysis, and exploratory data analysis using Python, 2nd Edition",Matt Harrison and Theodore Petrou,39.99, 39.05 - 39.99 ,626,4.3,89,63,16,16,6,0,1603.0,1.0614061458,English,"Packt Publishing (February 27, 2020)"
The Data Vault Guru: a pragmatic guide on building a data vault,Mr Patrick Cuba,61.25,61.25,676,4.1,13,57,23,10,10,0,2084.4,1.5558218291,English,"Independently published (October 6, 2020)"
Hands-On Network Forensics: Investigate network attacks and find evidence using common network forensic tools,Nipun Jaswal,40.84,40.84,358,4.4,40,62,26,8,3,0,920.9,0.6168856232000001,English,"Packt Publishing (March 30, 2019)"
Azure Synapse Analytics Cookbook: Implement a limitless analytical platform using effective recipes for Azure Synapse,"Gaurav Agarwal, Meenakshi Muralidharan, et al.",41.99,41.99,238,4.4,10,85,15,0,0,0,613.9,0.41673794399999997,English,"Packt Publishing (April 29, 2022)"
Learn Power BI: A beginner's guide to developing interactive business intelligence solutions using Microsoft Power BI,Greg Deckler,41.99,41.99,362,4.0,40,51,23,9,9,8,932.2,0.6214215469000001,English,"Packt Publishing (September 13, 2019)"
Interactive Dashboards and Data Apps with Plotly and Dash: Harness the power of a fully fledged frontend web framework in Python – no JavaScript required,Elias Dabbas,40.71,40.71,Expand your app by creating dynamic  that generate content based on URLs,4.4,41,60,26,7,4,4,932.2,0.6259574706,English,"Packt Publishing (May 21, 2021)"
Advanced Algorithms and Data Structures,Marcello La Rocca,45.99,45.99,768,4.2,22,63,22,8,8,0,1678.0,1.3834567285,English,"Manning (June 29, 2021)"
Python for Data Analysts and Scientists: Jump start your career in Data Analysis and Data Science Field,Kousik Roy,40.0,40,251,0,0,0,0,0,0,0,904.0,0.7348196394000001,English,"Independently published (November 7, 2022)"
Python and Algorithmic Thinking for the Complete Beginner (2nd Edition): Learn to Think Like a Programmer,Aristides S Bouras,48.98, 42.49 - 48.98 ,688,4.5,92,72,16,6,2,5,2032.0,1.3426334152000001,English,"Independently published (June 16, 2019)"
Extreme DAX: Take your Power BI and Microsoft data analytics skills to the next level,Michiel Rozema and Henk Vlootman,46.99,46.99,470,4.7,56,83,12,4,0,0,1205.1,0.8028584949,English,"Packt Publishing (January 20, 2022)"
Effective Pandas: Patterns for Data Manipulation (Treading on Python),Not Provided,32.01,32.01,497,4.7,162,82,10,5,2,2,1207.9,0.8708973504,English,"Independently published (December 8, 2021)"
"Investing for Young Adults: How to Earn, Save, Invest, Grow Your Money and Retire Early!",Kris Pearson,11.89,11.89,143,5.0,38,100,0,0,0,0,216.3,0.150252456,English,"Canyon Press (October 30, 2022)"
"Data Analysis for Business, Economics, and Policy",Gábor Békés and Gábor Kézdi,67.98, 64.99 - 67.98 ,738,4.3,30,67,12,12,5,5,1978.1,1.5921092186999999,English,"Cambridge University Press (May 6, 2021)"
Microsoft Excel Data Analysis and Business Modeling (Office 2021 and Microsoft 365) (Business Skills),Wayne Winston,34.87,34.87,1168,4.7,62,77,16,3,4,0,2538.1,1.8688005644,English,"Microsoft Press; 7th edition (December 16, 2021)"
"Python for Data Analysis: Data Wrangling with pandas, NumPy, and Jupyter",Wes McKinney,37.0, 33.30 - 37.00 ,579,4.4,34,73,10,7,7,4,1548.6,0.9389362058999999,English,"O'Reilly Media; 3rd edition (September 20, 2022)"
Data Analysis for Social Science: A Friendly and Practical Introduction,Elena Llaudet and Kosuke Imai,39.95,39.95,256,5.0,1,100,0,0,0,0,1168.1,0.6123496995000001,English,"Princeton University Press (November 29, 2022)"
